VOICE,NAME
Brian,an Underquarry stonecutter
Brian,an Underquarry acolyte
Brian,an Underquarry acolyte
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,a Stonequarry foreman
Brian,an Underquarry miner
Brian,an Underquarry follower
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry engineer
Brian,an Underquarry foreman
Brian,a Stonequarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry stonecutter
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry engineer
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,a Stonequarry foreman
Brian,an Underquarry stonecutter
Brian,an Underquarry engineer
Brian,an Underquarry foreman
Brian,an Underquarry engineer
Brian,an Underquarry foreman
Brian,a Stonequarry foreman
Brian,an Underquarry engineer
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,a Stonequarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,a Stonequarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,a Stonequarry foreman
Brian,an Underquarry follower
Brian,an Underquarry engineer
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry engineer
Brian,an Underquarry engineer
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry stonecutter
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry stonecutter
Brian,an Underquarry believer
Brian,an Underquarry engineer
Brian,an Underquarry miner
Brian,an Underquarry stonecutter
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry devotee
Brian,Reggund Tilecracker
Brian,an Underquarry engineer
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry engineer
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,a Stonequarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry engineer
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry engineer
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry acolyte
Brian,an Underquarry follower
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,Haeger Stonecracker
Brian,a Stonequarry foreman
Brian,an Underquarry miner
Brian,Clontik Beardburner
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,a Stonequarry foreman
Brian,an Underquarry foreman
Brian,a Stonequarry foreman
Brian,an Underquarry follower
Brian,an Underquarry foreman
Brian,an Underquarry acolyte
Brian,a Stonequarry foreman
Brian,an Underquarry miner
Brian,an Underquarry stonecutter
Brian,a Stonequarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry follower
Brian,a Stonequarry foreman
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry follower
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,a Stonequarry foreman
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,a Stonequarry foreman
Brian,an Underquarry foreman
Brian,Drenkar Darkhammer
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,a Stonequarry foreman
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry engineer
Brian,an Underquarry follower
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry acolyte
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry engineer
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry foreman
Brian,an Underquarry foreman
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry miner
Brian,an Underquarry follower
Brian,a Stonequarry foreman
Amy,a city guard
Amy,a city guard
Brian,a city guard
Amy,a city guard
Brian,a city guard
Amy,a city guard
Brian,a city guard
Amy,a city guard
Amy,Assistant Huanir
Brian,a city guard
Brian,a jeweler
Amy,Secretary Kilkin
Amy,a fabricator
Amy,a prime healer
Brian,an egotistical artificer
Brian,a shining city champion
Brian,a craftsman
Amy,an egotistical artificer
Amy,an artificer
Amy,an artificer
Brian,a city guard
Brian,a worker
Brian,Hirslum Stormseeker
Amy,Belina Hearthwarmer
Amy,an apprentice healer
Brian,a fabricator
Brian,a tinker
Amy,an apprentice healer
Brian,a city guard
Brian,a fabricator
Brian,a city guard
Brian,Tareg Earthsteel
Brian,a tinker
Brian,a despondent tinker
Amy,an artificer
Brian,Halgin
Amy,an egotistical artificer
Brian,Falrorn Borlakio
Amy,an egotistical artificer
Amy,an artificer
Brian,a wary guard
Amy,a brewer
Brian,a shining city champion
Brian,an egotistical artificer
Amy,an arrogant craftsman
Amy,a despondent tinker
Brian,a cynical fabricator
Brian,an artificer
Brian,a wary guard
Brian,a shining city champion
Brian,an artificer
Amy,a city guard
Amy,an artificer
Amy,a shining city champion
Amy,a smith
Brian,a shining city champion
Amy,a brewer
Brian,a city guard
Amy,a fabricator
Amy,a healer
Amy,a chirurgeon
Brian,a fabricator
Amy,a shining city champion
Amy,a wary guard
Amy,a chirurgeon
Amy,a distrustful guard
Brian,a scornful work supervisor
Amy,an unhappy heat engineer
Amy,a brewer
Brian,an indignant worker
Brian,an irate accountant
Amy,an apprentice healer
Brian,a shining city champion
Amy,a surly apprentice healer
Amy,an unhappy builder
Brian,a conceited metalsmith
Brian,a fabricator
Brian,a potter
Amy,an unhappy builder
Brian,a shining city champion
Brian,a shining city champion
Amy,a shining city champion
Amy,a cynical fabricator
Amy,an apprentice healer
Amy,a builder
Brian,a worker
Amy,a chirurgeon
Amy,a shining city champion
Amy,a heating supervisor
Amy,a shining city champion
Amy,a shining city champion
Amy,a metalsmith
Brian,an unhappy builder
Amy,a fabricator
Amy,a cynical heating supervisor
Brian,a builder
Brian,a metalsmith
Amy,an apprentice healer
Amy,a metalsmith
Brian,a builder
Brian,a shining city champion
Amy,Saria Everhot
Brian,a work supervisor
Amy,a prime healer
Brian,a wary guard
Brian,a city guard
Brian,a city guard
Amy,an indignant healer
Amy,a wary guard
Brian,a scornful work supervisor
Amy,a wary guard
Amy,a wary guard
Brian,a wary guard
Brian,a cynical fabricator
Amy,an indifferent mason
Amy,an apprentice healer
Brian,a city guard
Brian,a shining city champion
Amy,a city guard
Brian,a city guard
Amy,a surly apprentice healer
Brian,a shining city champion
Brian,a city guard
Brian,Yedrin Ironbender
Amy,a distrustful guard
Amy,a cynical fabricator
Amy,a surly apprentice healer
Amy,a surly apprentice healer
Brian,a wary guard
Amy,a dwarf disciple
Brian,Garn Ironfist
Amy,Caedwin Axebreaker
Brian,a dwarf servant
Brian,a dwarf servant
Brian,a dwarf servant
Brian,Drun Thunder
Brian,Mardan Howlinblade
Brian,an Adherent soldier
Brian,Nurvin Dwalgrun
Brian,an Autarchian warrior
Brian,an Autarchian brute
Brian,an Autarchian grunt
Brian,an Autarchian grunt
Brian,an Autarchian grunt
Brian,an autarchian bandit
Brian,an Autarchian grunt
Brian,an autarchian bandit
Brian,an Autarchian brute
Brian,an Autarchian brute
Brian,an Autarchian grunt
Brian,an Autarchian grunt
Brian,an autarchian bandit
Brian,an Autarchian warrior
Brian,an Autarchian grunt
Brian,an adherent foreman
Amy,an adherent worker
Brian,an adherent worker
Brian,an adherent worker
Brian,an adherent foreman
Brian,an adherent engineer
Amy,an adherent engineer
Amy,an adherent worker
Brian,an adherent engineer
Amy,an adherent foreman
Brian,Borgar Rompinstomp
Brian,an adherent worker
Amy,an adherent engineer
Brian,Dermott Saltagger
Brian,an Autarchian brute
Brian,an Autarchian grunt
Brian,an Autarchian warrior
Brian,an Autarchian brute
Brian,an Autarchian warrior
Brian,an Autarchian brute
Brian,an Autarchian grunt
Brian,an autarchian bandit
Brian,an Autarchian grunt
Brian,an Autarchian grunt
Brian,an Autarchian brute
Brian,an Autarchian grunt
Brian,an Autarchian grunt
Brian,an Autarchian grunt
Brian,an autarchian bandit
Brian,an Autarchian brute
Brian,an autarchian dwarf
Brian,an autarchian dwarf
Brian,an autarchian dwarf
Brian,an autarchian dwarf
Brian,an autarchian dwarf
Brian,an autarchian dwarf
Brian,an autarchian dwarf
Brian,an autarchian dwarf
Brian,an autarchian dwarf
Amy,Excavator Borga
Brian,Explorer Durgan
Brian,an autarchian dwarf
Brian,an Autarchian raider
Amy,an Autarchian raider
Brian,Stoutanvil the Crafter
Brian,an Autarchian worker
Amy,an Autarchian worker
Brian,Adins Tarbrew
Amy,a coldain champion
Amy,a coldain diviner
Amy,a coldain diviner
Brian,a coldain overseer
Amy,a coldain overseer
Brian,a coldain overseer
Amy,a coldain champion
Amy,a coldain champion
Brian,a coldain champion
Amy,a coldain overseer
Amy,a coldain overseer
Amy,a coldain overseer
Amy,an autarchian pilgrim
Amy,an autarchian pilgrim
Amy,an autarchian pilgrim
Brian,an autarchian healer
Amy,an autarchian pilgrim
Brian,an autarchian trooper
Brian,an autarchian soldier
Brian,an autarchian trooper
Brian,an autarchian healer
Brian,an autarchian trooper
Brian,an autarchian soldier
Brian,an autarchian trooper
Brian,an autarchian healer
Brian,an autarchian soldier
Amy,an autarchian healer
Brian,an autarchian soldier
Brian,an autarchian soldier
Brian,an autarchian trooper
Brian,an autarchian trooper
Amy,an autarchian healer
Brian,an autarchian trooper
Brian,an autarchian trooper
Brian,an autarchian healer
Brian,an autarchian trooper
Amy,an autarchian healer
Brian,an autarchian soldier
Brian,an autarchian trooper
Brian,an autarchian trooper
Amy,an autarchian healer
Brian,an autarchian soldier
Brian,an autarchian trooper
Brian,Elder Viklov
Brian,an autarchian soldier
Brian,an autarchian trooper
Brian,an autarchian soldier
Brian,an autarchian soldier
Brian,an autarchian soldier
Brian,an autarchian healer
Amy,an autarchian healer
Amy,an autarchian healer
Brian,an autarchian healer
Brian,an autarchian trooper
Brian,Norri Stubblestone
Brian,an autarchian trooper
Amy,an autarchian healer
Brian,an autarchian pilgrim
Brian,Tolvias the Keeper
Brian,an autarchian pilgrim
Amy,an autarchian pilgrim
Amy,an autarchian pilgrim
Brian,Stonemason Broav
Brian,an autarchian pilgrim
Amy,an autarchian pilgrim
Brian,an autarchian pilgrim
Amy,an autarchian healer
Brian,an autarchian trooper
Brian,an autarchian trooper
Brian,an autarchian healer
Brian,an autarchian trooper
Brian,an autarchian soldier
Brian,an autarchian soldier
Brian,an autarchian soldier
Amy,an autarchian healer
Brian,an autarchian soldier
Brian,an autarchian healer
Brian,an autarchian soldier
Brian,an autarchian trooper
Brian,an autarchian healer
Amy,Silbibio
Brian,an autarchian soldier
Brian,an autarchian pilgrim
Brian,an autarchian soldier
Amy,an autarchian pilgrim
Brian,an autarchian soldier
Brian,an autarchian soldier
Amy,Ginale Vaultseeker
Brian,Alboct Vinn
Brian,Agent of Morzad
Brian,a wayward visitor
Brian,a disoriented dreamer
Brian,Griklund the Satyrist
Brian,Rommen Steelforge
Brian,Arki Battlehammer
Amy,Darlenna Everhot
Brian,Baffod the Wayward
Brian,Baffod the Wayward
Brian,Baffod the Wayward
Amy,Gimthra
Amy,an expedition member
Brian,an expedition prisoner
Enrique,Burgek
Enrique,Burgek
Enrique,Plnorrick Spinecracker
Enrique,Zahal the Vile
Enrique,Groi Gutblade
Enrique,Lurgh
Enrique,Badoo Zumlar
Enrique,Gamanan Drugo 
Kimberly,Nkamba Fleshblade
Enrique,Droogo Gron
Enrique,Glob
Enrique,Grugg Nowdead
Enrique,Celrak Blightblood
Kimberly,Wenthea Bruann
Kimberly,Bryntelanka Battlebringer
Enrique,a shadowknight
Enrique,Rungupp
Enrique,Rungupp
Enrique,Exterminator Filrog
Enrique,Carver Cagrek
Kimberly,Wista
Enrique,Gargh
Enrique,Bregna
Enrique,Treskar
Enrique,Hukulk
Enrique,Ranjor
Enrique,Gardunk
Kimberly,Kaglari
Kimberly,Canarie
Enrique,Capee
Enrique,Svunsa
Kimberly,Slunga
Enrique,Guard Lumpin
Kimberly,Jarvah
Kimberly,Bronk
Enrique,Grallvek
Enrique,Luruk Dridor
Enrique,Relgor
Enrique,Oosa Shadowthumper
Enrique,Karnan
Kimberly,Namarg
Enrique,Ratraz
Enrique,Gribnor`s Thug 
Enrique,Gribnor`s Thug
Enrique,Gribnor the Small
Kimberly,Lynuga
Enrique,Slayer Captain
Enrique,Stragak
Enrique,a troll slayer
Kimberly,Zimbittle
Enrique,Basher Kazrak
Kimberly,Zazbaba Helsoth
Kimberly,a fallen troll
Enrique,Deblik Grumblok
Kimberly,Clork
Enrique,a troll invader
Enrique,a troll invader
Kimberly,Guard Gruilka
Enrique,Guard Shiznak
Enrique,a Troll Marauder
Enrique,a Troll Greenblood
Kimberly,Dellweena Bruann
Kimberly,Ukla
Enrique,Chizzlik
Enrique,Barsk
Enrique,Basher Avisk
Enrique,Basher Banzuk
Enrique,Basher Bibeka
Enrique,Basher Bugak
Enrique,Basher Gamuk
Enrique,Basher Glaum
Enrique,Basher Gobzin
Enrique,Basher Kankuk
Enrique,Basher Kumek
Enrique,Basher Nagkuma
Enrique,Basher Nanrum
Enrique,Basher Rakguk
Enrique,Basher Razbaz
Enrique,Basher Roruma
Enrique,Basher Stizik
Enrique,Basher Sutok
Enrique,Basher Uvgin
Enrique,Basher Wisthak
Enrique,Basher Zabaak
Kimberly,Beztopi
Enrique,Bimuk
Enrique,Bregna
Enrique,Carver Cagrek
Enrique,Chamt
Kimberly,Cralk
Enrique,Crilt
Kimberly,Gartonka
Kimberly,Gluku
Enrique,Grabah
Enrique,Graktak
Enrique,Gralok
Enrique,Hartok
Enrique,Hergor
Kimberly,Hoart
Enrique,Hukulk
Kimberly,Iskopa
Enrique,Jarlok
Kimberly,Jokca
Enrique,Kagbkek
Kimberly,Kaglari
Enrique,Kragia
Enrique,Kramf
Enrique,Okun
Kimberly,Ootok
Enrique,Ranjor
Kimberly,Raztara
Kimberly,Rezslog
Enrique,Rohga
Enrique,Sanfik
Enrique,Spinkit
Kimberly,Tangiz
Enrique,Tokun
Enrique,Treskar
Enrique,Trusk
Kimberly,Urako
Kimberly,Uzak
Enrique,Vergad
Kimberly,Wista
Enrique,Zatok
Enrique,Zazhar
Enrique,Soulbinder Snog
Kimberly,Vynugga
Enrique,Gardunk
Enrique,Rasrok the Blotched
Enrique,Tracab
Enrique,Blergagg
Enrique,Glubtak
Enrique,Garklog
Enrique,Gargh
Enrique,Daboo Dogak
Enrique,Luruk Dridor
Enrique,Prashnak
Enrique,Bahagg
Enrique,Blergrab
Enrique,Korff
Enrique,Basher Zazluk
Enrique,Zumzal
Enrique,Bukton
Kimberly,Chopper Brenga
Enrique,Goldush
Enrique,Kugaran
Enrique,Blorgok Gkapbron
Enrique,Gemcrafter Tessu
Enrique,Grigdor
Enrique,Zignal Luk
Enrique,Artisan Zermak
Enrique,Basher Gubaku
Enrique,Mulg
Enrique,Basher Kigak
Enrique,Basher Scintok
Enrique,Basher Thintan
Kimberly,Bugglegupp
Enrique,Xicotl
Enrique,a troll prisoner
Enrique,a troll prisoner
Enrique,a troll prisoner
Kimberly,Glopruk Tigglum
Enrique,Nerbilik
Enrique,Ogog
Kimberly,Ooga
Enrique,a Nightkeep Warder
Enrique,a Barsher Captain
Kimberly,a Basher captain
Enrique,Gharg Oberbord
Enrique,Mallagan Vergoo
Kimberly,Karunku Trogue
Kimberly,Lurking Hopeful
Enrique,Drakigone Bruann
Enrique,Skurza Slicekutt
Enrique,Mister Fizzle
Enrique,Kuglaz Grot
Kimberly,Troll Mercenary
Kimberly,Troll Mercenary
Kimberly,Troll Mercenary
Enrique,a troll mercenary
Enrique,Captain Glarg
Enrique,troll mercenary
Enrique,Diddugu
Enrique,a thug
Kimberly,a thug
Enrique,an outcast shaman
Kimberly,a thug
Enrique,an outcast shaman
Kimberly,a thug
Enrique,an outcast shaman
Enrique,an outcast shaman
Kimberly,a thug
Enrique,a thug
Enrique,an outcast shaman
Kimberly,a thug
Enrique,an outcast shaman
Enrique,a thug
Kimberly,a thug
Enrique,an outcast shaman
Enrique,a thug
Kimberly,a thug
Enrique,an outcast shaman
Enrique,an outcast shaman
Kimberly,a thug
Enrique,an outcast shaman
Enrique,a thug
Enrique,Tikl Huk
Kimberly,a salty mariner
Enrique,Iggill Jubtob
Kimberly,a boatswain
Kimberly,Basher Alga
Enrique,Guard Kaikachi
Kimberly,Rohga
Enrique,Revolt Scout Kaikachi
Enrique,Gubkuk
Enrique,Gubkuk
Enrique,Gubkuk
Enrique,Talespinner Trogmarz
Enrique,Guardian Sinothmo
Enrique,Zauvudd Gigoth
Enrique,Caonid Girwil
Enrique,Guardian Wedrijan
Kimberly,Guardian Ulaurd
Enrique,Aid Garuuk
Enrique,Mystic Pikor
Enrique,Reaver Muron
Kimberly,Primalist Nydalith
Enrique,Oracle Guwan
Enrique,Grave Lord Dreavud
Kimberly,Alchemist Redsa
Kimberly,Zurmsa Grulm
Enrique,Rugurt Grubdigger
Kimberly,Rugresch Tragguk
Kimberly,Zurmsa Grulm
Enrique,Rugurt Grubdigger
Kimberly,Rugresch Tragguk
Enrique,Grok
Kimberly,a storm battered traveler
Enrique,a tempest torn traveler
Enrique,a storm battered traveler
Enrique,an abandoned wanderer
Enrique,a forgotten traveler
Enrique,a troll villager
Enrique,Shott Tarbs
Enrique,Zullkata Reeps
Kimberly,a zek initiate
Enrique,Tagrin Maldric
Enrique,Basher Gruk
Kimberly,a Gladiator
Enrique,a shipwrecked hatestorm sailor
Enrique,Savage Lord Hunter
Enrique,a shipwrecked hatestorm sailor
Enrique,Crakush
Enrique,Crakush
Enrique,Crakush
Enrique,Crakush
Enrique,Crakush
Enrique,Crakush
Enrique,Crakush
Enrique,Crakush
Enrique,Crakush
Enrique,Crakush
Enrique,a bitten victim
Enrique,Kanleku Grabboz
Enrique,Iawgom Umzzig
Kimberly,Hatem
Kimberly,Urgala Bonespur
Kimberly,Toae Irut
Enrique,Corroslopp Yoel
Kimberly,Ousi
Kimberly,Jillaa Oogblat
Enrique,Ghurah
Enrique,scroll thief
Kimberly,Bearsmasher
Enrique,a troll
Kimberly,a troll
Enrique,a basher
Kimberly,a troll
Enrique,a troll
Kimberly,a basher
Enrique,a troll
Kimberly,a troll
Enrique,a troll
Enrique,a basher
Kimberly,a troll
Enrique,a troll
Kimberly,a troll
Kimberly,a basher
Kimberly,a basher
Enrique,a troll
Enrique,a basher
Kimberly,a basher
Kimberly,a basher
Enrique,a basher
Enrique,a basher
Enrique,Plnorrick Spinecracker
Kimberly,Wenthea Bruann
Kimberly,Bryntelanka Battlebringer
Enrique,a Broken Claw bandit
Enrique,a Broken Claw bandit
Enrique,a Broken Claw bandit
Enrique,Gamanan Drugo
Enrique,Badoo Zumlar
Enrique,Nerbilik
Enrique,Basher Kazrak
Kimberly,Clork
Enrique,Stragak
Enrique,Sithgok
Enrique,Murak
Enrique,a troll raider
Kimberly,Zazbaba Helsoth
Enrique,Deblik Grumblok
Enrique,Basher Sklama
Kimberly,Zimbittle
Enrique,Basher Dreg
Enrique,Basher Trak
Enrique,Basher Smag
Enrique,Rungupp
Kimberly,an Obliteration knight
Kimberly,an Obliteration knight
Enrique,an Obliteration beastmaster
Enrique,an Obliteration beastmaster
Kimberly,an Obliteration patroller
Kimberly,an Obliteration knight
Enrique,an Obliteration oracle
Kimberly,an Obliteration warlord
Enrique,an Obliteration beastmaster
Kimberly,an Obliteration warlord
Kimberly,an Obliteration warlord
Enrique,an Obliteration oracle
Enrique,an Obliteration oracle
Kimberly,an Obliteration weaponmaster
Kimberly,an Obliteration weaponmaster
Enrique,an Obliteration oracle
Enrique,an Obliteration oracle
Enrique,an Obliteration oracle
Kimberly,an Obliteration weaponmaster
Enrique,an Obliteration oracle
Enrique,Indy
Kimberly,Banker Ismena
Enrique,Eldwin Smashmasher
Kimberly,Jyain
Enrique,Kion
Mads,FamiliarBattleOgre
Mads,Santug Claugg
Mads,Beef
Mads,Boomba the Big
Mads,Bronto Thudfoot
Mads,an ogre shaman
Mads,an ogre shaman
Mads,an ogre guard
Mads,Chief Goonda
Mads,an ogre guard
Mads,an ogre guard
Mads,Tiny Miller
Mads,an ogre shaman
Mads,an ogre shaman
Zhiyu,an ogre shamaness
Zhiyu,an ogre priestess
Mads,The Fabled Chief Goonda
Mads,Santug Claugg
Mads,a Dervish Thug
Mads,One of Zanivars Bandits
Zhiyu,Greemi Draygoon
Mads,Santug Claugg
Mads,Blugurg
Mads,Ugloc Drinkbringa
Mads,Rarmak Bashemgud
Mads,Sidern Delangan
Mads,Talontar
Mads,Santug Claugg
Zhiyu,Gizula
Zhiyu,a Dervish Cutthroat
Zhiyu,a Dervish Cutthroat
Zhiyu,Shelie Dikop
Mads,Ruwakka
Mads,a Dervish Thug
Mads,a shadowknight
Mads,a shadowknight
Mads,a Dervish Thug
Zhiyu,a Dervish Cutthroat
Zhiyu,a Dervish Cutthroat
Mads,Uglan
Mads,Kruna
Zhiyu,Smaka
Zhiyu,ChonChon
Mads,The Gobbler
Zhiyu,Putad
Mads,Guard Swang
Mads,Bull Crusher
Zhiyu,Wiska
Zhiyu,Pungla
Zhiyu,Pungla
Zhiyu,Pungla
Mads,Jacker
Mads,Ghrag
Mads,Thrack
Mads,Mrak
Mads,Santug Claugg
Zhiyu,Spice
Mads,a guard officer
Mads,Moosh
Mads,an ogre guard
Mads,a guard officer
Mads,the guard captain
Mads,a guard officer
Mads,an ogre guard
Mads,an ogre guard
Mads,an ogre guard
Mads,an ogre guard
Mads,an ogre guard
Mads,an ogre guard
Mads,an ogre guard
Mads,an ogre guard
Mads,Moosh
Mads,a guard officer
Mads,Moosh
Mads,a guard officer
Mads,Omorb
Mads,Oknoggin Stonesmacker
Zhiyu,Fugla
Zhiyu,Mugu
Mads,Murg
Mads,Grak
Zhiyu,Duga
Mads,Bup
Mads,Kogg
Mads,Grinak
Mads,Ikpug Giblod
Zhiyu,Bozlum Blossom
Mads,Gralbug
Mads,Goobast
Mads,Ruksa
Mads,Bonlarg
Mads,Grevak
Mads,Soonog
Zhiyu,Fuga
Mads,Jargo
Zhiyu,Marda
Mads,Zulort
Mads,Lork
Mads,Kogna
Mads,Horgus
Mads,Guntrik
Mads,Grapok
Mads,Clurg
Mads,Bordag
Mads,Klob Pulp
Mads,Kizrak the Tyrant
Mads,Ogomok
Mads,Rognok
Mads,Soulbinder Trurg
Mads,Baddi Waca
Mads,Gronk
Mads,Murak
Mads,Mooglan
Mads,Bakrishal
Mads,Brogdog
Zhiyu,Puwdap
Zhiyu,Sheerie Oglarum
Mads,Santug Claugg
Zhiyu,Guzzla
Mads,Santug Claugg
Mads,Derg
Mads,Trug
Zhiyu,Punga
Mads,Grud
Zhiyu,Turga
Zhiyu,Ungia
Mads,Santug Claugg
Mads,Santug Claugg
Mads,Santug Claugg
Mads,Santug Claugg
Mads,Santug Claugg
Mads,a wandering greenblood
Mads,a wandering greenblood
Mads,a towering brute
Mads,a towering brute
Mads,a towering brute
Mads,Kroggl
Mads,Corflunk
Mads,a wandering greenblood
Mads,a towering brute
Mads,a wandering greenblood
Zhiyu,Zarchoomi
Mads,a towering brute
Zhiyu,The Fabled Zarchoomi
Mads,The Fabled Corflunk
Mads,Boog Mudtoe
Mads,Brawn
Mads,Goob Mudtoe
Mads,Moad Delangan
Mads,Gubblegrot Smashfist
Zhiyu,Treanik Ireblade
Mads,Gragrot
Mads,Santug Claugg
Mads,a Craknek Emissary
Mads,a Greenblood Emissary
Mads,Bronto Thudfoot
Mads,Pungub Brawlum
Zhiyu,Bukuku Wolffeetz
Mads,Grubmar Hartblak
Mads,Uggrig Skullchomper
Mads,Gogu the Smasher
Zhiyu,Ogre Wise One
Zhiyu,Ogre Wise One
Mads,The Great Oowomp
Mads,an Ogre Raider
Mads,Raider Watchman
Mads,Raider Watchman
Mads,Ugrak da Raider
Mads,The Fabled Ugrak da Raider
Mads,The Fabled Oowomp
Mads,an Ogre Raider
Mads,an ogre raider
Mads,an ogre raider
Mads,an ogre raider
Zhiyu,Ooglyn
Mads,Santug Claugg
Mads,a sleeping ogre
Mads,Trunt
Mads,Brunk Smashum
Mads,Cruk Bloodgut
Zhiyu,Beastlord Rog
Zhiyu,Ogre Tracker
Mads,Ogre Reaver
Mads,Qgruk
Mads,Boris
Mads,an ogre mercenary
Mads,Captain Ulmog
Zhiyu,Yoppa Greenthumb
Mads,Ogre Mercenary
Mads,Cristoc Bonethug
Mads,a Bonethug mercenary
Mads,Dinner
Mads,Donk
Mads,Hall Monitor Willy
Mads,Santug Claugg
Zhiyu,Orlaba
Mads,a thug
Mads,a thug
Mads,a thug
Zhiyu,a thug
Zhiyu,a thug
Zhiyu,a thug
Zhiyu,a thug
Zhiyu,a thug
Mads,a thug
Zhiyu,a thug
Mads,a thug
Mads,a thug
Zhiyu,a thug
Mads,a thug
Zhiyu,a thug
Zhiyu,a thug
Zhiyu,a thug
Zhiyu,a thug
Mads,a thug
Zhiyu,a thug
Mads,a thug
Mads,a thug
Mads,a hardened mariner
Mads,Givvel Ruppug
Mads,Revolt Scout Zajeer
Mads,Moobik
Mads,Grum
Mads,Moobik
Mads,Moobik
Mads,Grum
Mads,a tormented prisoner
Mads,Official Wigoth
Mads,Loreseeker Olgrim
Mads,Gwiraba Gelrid
Mads,Guardian Rhorin
Zhiyu,Guardian Daknot
Zhiyu,Reaver Praden
Mads,Primalist Worenon
Mads,Savage Lord Dwev
Mads,Gaddi Buruca
Mads,Warlord Gligoth
Mads,Santug Claugg`s Helper
Mads,Santug Claugg
Zhiyu,Blacksmith Gerta
Mads,Drogguk Gearlifter
Zhiyu,Urgla Fishbrains
Mads,Grimror Plaguebringer
Mads,Drogguk Gearlifter
Zhiyu,Urgla Fishbrains
Zhiyu,a tempest torn traveler
Zhiyu,a forgotten traveler
Mads,a storm battered traveler
Zhiyu,a storm battered traveler
Mads,a forgotten traveler
Mads,a Diaku Raider
Mads,a Diaku Raider
Mads,a forgotten traveler
Mads,a Diaku Raider
Mads,a Diaku Raider
Mads,An Ogre Mauler
Mads,a ogre villager
Mads,Ruark Barr
Mads,Fligg Sterp
Mads,Granmuck Reiga
Mads,a zek initiate
Mads,Diaku Sentry
Mads,a Diaku Death Knight
Mads,a Diaku Scout
Mads,a Diaku Warrior
Mads,Diaku Armsman
Mads,a Diaku Scout
Mads,a Diaku Scout
Mads,a Diaku Oracle
Mads,a Diaku Oracle
Mads,a Diaku Warrior
Mads,a Diaku Death Knight
Mads,a Diaku Death Knight
Mads,a Diaku Oracle
Mads,Diaku Elite Armsman
Mads,Diaku Elite Sentry
Mads,Diaku Elite Guard
Mads,Diaku Guardian
